			
ROI	Mean	STD	Sum	Min	Max	Pixel count	
ROI 9	1525.455	137.550	16780.000	1345.000	1724.000	11	
ROI 9	1528.909	152.836	16818.000	1354.000	1799.000	11	
ROI 9	1517.182	157.117	16689.000	1342.000	1763.000	11	
ROI 9	1551.091	135.991	17062.000	1372.000	1752.000	11	
ROI 9	1577.909	146.786	17357.000	1435.000	1815.000	11	
ROI 9	1544.182	140.707	16986.000	1365.000	1752.000	11	
ROI 9	1581.818	149.485	17400.000	1416.000	1856.000	11	
ROI 9	1581.727	146.738	17399.000	1392.000	1838.000	11	
ROI 9	1575.364	149.813	17329.000	1392.000	1860.000	11	
ROI 9	1627.273	160.917	17900.000	1445.000	1916.000	11	
ROI 9	1597.364	165.470	17571.000	1418.000	1858.000	11	
ROI 9	1614.545	135.603	17760.000	1448.000	1856.000	11	
ROI 9	1637.545	165.973	18013.000	1438.000	1925.000	11	
ROI 9	1633.909	137.693	17973.000	1461.000	1857.000	11	
ROI 9	1598.818	161.154	17587.000	1420.000	1867.000	11	
ROI 9	1627.818	160.591	17906.000	1439.000	1954.000	11	
ROI 9	1663.182	151.826	18295.000	1487.000	1899.000	11	
ROI 9	1658.909	155.237	18248.000	1463.000	1960.000	11	
ROI 9	1669.273	156.209	18362.000	1501.000	1956.000	11	
ROI 9	1678.818	158.368	18467.000	1467.000	1944.000	11	
ROI 9	1676.909	155.521	18446.000	1505.000	1960.000	11	
ROI 9	1668.818	141.042	18357.000	1525.000	1896.000	11	
ROI 9	1680.818	174.898	18489.000	1476.000	1991.000	11	
ROI 9	1700.818	191.509	18709.000	1499.000	2005.000	11	
ROI 9	1698.636	166.880	18685.000	1515.000	1966.000	11	
ROI 9	1719.818	159.959	18918.000	1538.000	2013.000	11	
ROI 9	1719.273	155.491	18912.000	1475.000	1988.000	11	
ROI 9	1735.455	181.326	19090.000	1552.000	2059.000	11	
ROI 9	1759.364	166.814	19353.000	1531.000	2038.000	11	
ROI 9	1751.091	186.185	19262.000	1505.000	2077.000	11	
ROI 9	1765.182	174.961	19417.000	1555.000	2062.000	11	
ROI 9	1760.818	172.943	19369.000	1574.000	2062.000	11	
ROI 9	1768.636	157.176	19455.000	1567.000	1998.000	11	
ROI 9	1789.545	168.383	19685.000	1622.000	2120.000	11	
ROI 9	1789.636	162.917	19686.000	1570.000	2050.000	11	
ROI 9	1794.818	192.643	19743.000	1574.000	2118.000	11	
ROI 9	1795.091	163.820	19746.000	1612.000	2093.000	11	
ROI 9	1790.545	171.803	19696.000	1593.000	2089.000	11	
ROI 9	1783.182	173.710	19615.000	1589.000	2109.000	11	
ROI 9	1812.545	180.098	19938.000	1633.000	2138.000	11	
ROI 9	1807.818	176.887	19886.000	1594.000	2122.000	11	
ROI 9	1833.818	186.770	20172.000	1594.000	2140.000	11	
ROI 9	1820.455	187.916	20025.000	1634.000	2165.000	11	
ROI 9	1843.818	181.544	20282.000	1615.000	2136.000	11	
ROI 9	1850.182	176.182	20352.000	1648.000	2112.000	11	
ROI 9	1836.000	176.508	20196.000	1643.000	2177.000	11	
ROI 9	1845.273	182.681	20298.000	1646.000	2165.000	11	
ROI 9	1843.273	177.364	20276.000	1623.000	2126.000	11	
ROI 9	1864.000	173.741	20504.000	1675.000	2157.000	11	
ROI 9	1865.909	187.580	20525.000	1673.000	2266.000	11	
ROI 9	1917.545	197.556	21093.000	1647.000	2254.000	11	
ROI 9	1900.818	183.937	20909.000	1713.000	2251.000	11	
ROI 9	1912.727	186.572	21040.000	1684.000	2240.000	11	
ROI 9	1925.545	190.283	21181.000	1634.000	2297.000	11	
ROI 9	1960.455	197.692	21565.000	1761.000	2328.000	11	
ROI 9	1951.000	199.738	21461.000	1726.000	2302.000	11	
ROI 9	1999.273	191.478	21992.000	1783.000	2324.000	11	
ROI 9	1978.818	206.586	21767.000	1718.000	2331.000	11	
ROI 9	2008.818	200.823	22097.000	1802.000	2382.000	11	
ROI 9	2003.545	187.659	22039.000	1740.000	2323.000	11	
ROI 9	2021.182	222.702	22233.000	1808.000	2403.000	11	
ROI 9	2039.636	210.855	22436.000	1730.000	2367.000	11	
ROI 9	2059.818	215.985	22658.000	1832.000	2398.000	11	
ROI 9	2046.455	218.538	22511.000	1795.000	2459.000	11	
ROI 9	2072.455	206.403	22797.000	1828.000	2424.000	11	
ROI 9	2075.909	229.826	22835.000	1806.000	2484.000	11	
ROI 9	2122.091	224.292	23343.000	1844.000	2505.000	11	
ROI 9	2143.636	210.556	23580.000	1894.000	2502.000	11	
ROI 9	2167.545	237.969	23843.000	1910.000	2613.000	11	
ROI 9	2187.545	225.271	24063.000	1902.000	2561.000	11	
ROI 9	2211.818	222.148	24330.000	1992.000	2611.000	11	
ROI 9	2209.364	248.859	24303.000	1952.000	2665.000	11	
ROI 9	2275.636	236.170	25032.000	1966.000	2682.000	11	
ROI 9	2293.455	243.817	25228.000	1964.000	2767.000	11	
ROI 9	2337.000	250.852	25707.000	2011.000	2747.000	11	
ROI 9	2357.273	217.434	25930.000	2134.000	2741.000	11	
ROI 9	2390.455	257.739	26295.000	2139.000	2805.000	11	
ROI 9	2416.545	241.825	26582.000	2166.000	2871.000	11	
ROI 9	2477.545	265.139	27253.000	2197.000	2950.000	11	
ROI 9	2586.727	254.276	28454.000	2331.000	2969.000	11	
ROI 10	2305.533	236.427	34583.000	1993.000	2851.000	15	
ROI 10	2154.133	239.141	32312.000	1815.000	2687.000	15	
ROI 10	2056.600	207.012	30849.000	1777.000	2522.000	15	
ROI 10	1875.933	187.605	28139.000	1630.000	2305.000	15	
ROI 10	1767.067	193.819	26506.000	1515.000	2262.000	15	
ROI 10	1660.467	182.946	24907.000	1402.000	2067.000	15	
ROI 10	1575.533	175.868	23633.000	1349.000	1995.000	15	
ROI 10	1064.067	90.218	15961.000	923.000	1230.000	15	
ROI 10	1105.533	107.750	16583.000	940.000	1327.000	15	
ROI 10	1132.600	112.699	16989.000	980.000	1383.000	15	
ROI 10	1164.533	139.992	17468.000	962.000	1414.000	15	
ROI 10	1215.533	112.317	18233.000	1009.000	1472.000	15	
ROI 10	1227.733	127.566	18416.000	1064.000	1473.000	15	
ROI 10	1296.533	124.262	19448.000	1103.000	1615.000	15	
ROI 10	1311.000	140.672	19665.000	1112.000	1642.000	15	
ROI 10	1303.267	132.500	19549.000	1150.000	1625.000	15	
ROI 10	1334.000	124.067	20010.000	1189.000	1591.000	15	
ROI 10	1352.600	119.672	20289.000	1175.000	1620.000	15	
ROI 10	1356.933	133.369	20354.000	1177.000	1601.000	15	
ROI 10	1373.667	132.562	20605.000	1200.000	1668.000	15	
ROI 10	1390.933	132.670	20864.000	1231.000	1736.000	15	
ROI 10	1392.400	136.737	20886.000	1210.000	1700.000	15	
ROI 10	1408.667	138.943	21130.000	1199.000	1702.000	15	
ROI 10	1424.533	136.682	21368.000	1248.000	1693.000	15	
ROI 10	1433.733	130.575	21506.000	1249.000	1731.000	15	
ROI 10	1450.600	135.784	21759.000	1265.000	1734.000	15	
ROI 10	1438.600	139.908	21579.000	1230.000	1705.000	15	
ROI 10	1464.067	128.092	21961.000	1280.000	1746.000	15	
ROI 10	1474.400	140.194	22116.000	1286.000	1795.000	15	
ROI 10	1496.000	141.898	22440.000	1276.000	1816.000	15	
ROI 10	1495.333	138.421	22430.000	1287.000	1785.000	15	
ROI 10	1516.400	128.992	22746.000	1317.000	1758.000	15	
ROI 10	1528.667	133.352	22930.000	1333.000	1797.000	15	
ROI 10	1530.867	136.289	22963.000	1294.000	1768.000	15	
ROI 10	1535.867	142.601	23038.000	1318.000	1827.000	15	
ROI 10	1552.267	148.259	23284.000	1352.000	1848.000	15	
ROI 10	1568.200	129.962	23523.000	1390.000	1892.000	15	
ROI 10	1567.467	149.562	23512.000	1336.000	1878.000	15	
ROI 10	1581.733	132.187	23726.000	1424.000	1849.000	15	
ROI 10	1590.533	153.290	23858.000	1397.000	1916.000	15	
ROI 10	1604.533	128.608	24068.000	1404.000	1867.000	15	
ROI 10	1610.533	150.307	24158.000	1405.000	1916.000	15	
ROI 10	1621.267	155.521	24319.000	1393.000	1989.000	15	
ROI 10	1621.867	141.199	24328.000	1441.000	1944.000	15	
ROI 10	1626.600	164.003	24399.000	1396.000	1972.000	15	
ROI 10	1654.867	141.470	24823.000	1467.000	1929.000	15	
ROI 10	1660.133	151.880	24902.000	1435.000	1943.000	15	
ROI 10	1684.933	150.639	25274.000	1494.000	2035.000	15	
ROI 10	1667.533	144.310	25013.000	1467.000	1959.000	15	
ROI 10	1681.400	160.482	25221.000	1468.000	1980.000	15	
ROI 10	1707.267	157.961	25609.000	1497.000	2080.000	15	
ROI 10	1702.200	150.028	25533.000	1468.000	2050.000	15	
ROI 10	1722.467	153.766	25837.000	1507.000	2057.000	15	
ROI 10	1728.333	146.445	25925.000	1541.000	2033.000	15	
ROI 10	1724.000	155.363	25860.000	1480.000	2027.000	15	
ROI 10	1743.267	172.923	26149.000	1506.000	2096.000	15	
ROI 10	1750.200	169.868	26253.000	1547.000	2119.000	15	
ROI 10	1749.933	147.892	26249.000	1545.000	2079.000	15	
ROI 10	1766.333	153.387	26495.000	1562.000	2112.000	15	
ROI 10	1787.267	155.298	26809.000	1587.000	2108.000	15	
ROI 10	1780.600	153.810	26709.000	1586.000	2089.000	15	
ROI 10	1783.933	171.664	26759.000	1543.000	2139.000	15	
ROI 10	1803.867	160.545	27058.000	1592.000	2067.000	15	
ROI 10	1799.067	160.304	26986.000	1588.000	2161.000	15	
ROI 10	1803.733	171.046	27056.000	1534.000	2170.000	15	
ROI 10	1819.067	165.538	27286.000	1591.000	2170.000	15	
ROI 10	1816.600	150.875	27249.000	1617.000	2131.000	15	
ROI 10	1836.200	162.728	27543.000	1605.000	2189.000	15	
ROI 10	1837.467	163.119	27562.000	1606.000	2147.000	15	
ROI 10	1848.267	170.489	27724.000	1609.000	2256.000	15	
ROI 10	1858.067	155.606	27871.000	1635.000	2203.000	15	
ROI 10	1874.867	166.869	28123.000	1610.000	2220.000	15	
ROI 10	1861.200	175.007	27918.000	1633.000	2221.000	15	
ROI 10	1880.533	187.089	28208.000	1623.000	2236.000	15	
ROI 10	1887.200	157.689	28308.000	1676.000	2260.000	15	
ROI 10	1898.933	171.697	28484.000	1664.000	2282.000	15	
ROI 10	1932.333	166.776	28985.000	1694.000	2282.000	15	
ROI 10	1945.733	162.994	29186.000	1716.000	2296.000	15	
ROI 10	1959.733	174.798	29396.000	1726.000	2338.000	15	
ROI 10	1970.667	167.812	29560.000	1735.000	2381.000	15	
ROI 10	1990.667	182.480	29860.000	1713.000	2360.000	15	
ROI 10	2005.000	173.878	30075.000	1772.000	2377.000	15	
ROI 10	2019.200	169.121	30288.000	1803.000	2393.000	15	
ROI 10	2037.333	174.680	30560.000	1772.000	2398.000	15	
ROI 10	2032.067	182.668	30481.000	1786.000	2416.000	15	
ROI 10	2059.800	170.105	30897.000	1839.000	2411.000	15	
ROI 10	2068.467	185.195	31027.000	1817.000	2491.000	15	
ROI 10	2082.733	181.387	31241.000	1872.000	2489.000	15	
ROI 10	2102.200	184.663	31533.000	1842.000	2492.000	15	
ROI 10	2101.800	188.624	31527.000	1799.000	2488.000	15	
ROI 10	2124.800	182.541	31872.000	1903.000	2524.000	15	
ROI 10	2127.933	171.501	31919.000	1871.000	2484.000	15	
ROI 10	2147.600	177.977	32214.000	1871.000	2486.000	15	
ROI 10	2190.200	182.019	32853.000	1969.000	2575.000	15	
ROI 10	2197.867	194.975	32968.000	1942.000	2606.000	15	
ROI 10	2224.067	193.868	33361.000	1912.000	2565.000	15	
ROI 10	2247.267	176.074	33709.000	2016.000	2607.000	15	
ROI 10	2269.867	182.961	34048.000	1999.000	2634.000	15	
ROI 10	2309.867	204.472	34648.000	2020.000	2712.000	15	
ROI 10	2322.533	189.833	34838.000	2084.000	2730.000	15	
ROI 10	2342.400	205.875	35136.000	2076.000	2768.000	15	
ROI 10	2382.133	209.021	35732.000	2118.000	2846.000	15	
ROI 10	2391.800	213.796	35877.000	2118.000	2867.000	15	
ROI 10	2438.533	200.475	36578.000	2150.000	2860.000	15	
ROI 10	2488.733	213.800	37331.000	2185.000	2892.000	15	
ROI 11	3327.938	69.153	53247.000	3179.000	3457.000	16	
ROI 11	3294.438	79.693	52711.000	3153.000	3404.000	16	
ROI 11	3160.500	64.450	50568.000	3067.000	3273.000	16	
ROI 11	3107.688	87.961	49723.000	2982.000	3255.000	16	
ROI 11	3070.188	65.335	49123.000	2958.000	3174.000	16	
ROI 11	3005.625	72.553	48090.000	2860.000	3128.000	16	
ROI 11	2954.125	76.808	47266.000	2840.000	3111.000	16	
ROI 11	1619.438	39.331	25911.000	1568.000	1714.000	16	
ROI 11	1631.625	39.566	26106.000	1567.000	1689.000	16	
ROI 11	1660.438	48.566	26567.000	1539.000	1741.000	16	
ROI 11	1678.812	49.805	26861.000	1604.000	1769.000	16	
ROI 11	1683.188	54.958	26931.000	1591.000	1802.000	16	
ROI 11	1703.062	48.135	27249.000	1618.000	1791.000	16	
ROI 11	1727.750	51.682	27644.000	1628.000	1810.000	16	
ROI 11	1747.688	58.319	27963.000	1627.000	1846.000	16	
ROI 11	1749.438	52.267	27991.000	1648.000	1847.000	16	
ROI 11	1752.812	44.790	28045.000	1697.000	1864.000	16	
ROI 11	1769.250	55.911	28308.000	1669.000	1866.000	16	
ROI 11	1777.500	54.169	28440.000	1710.000	1873.000	16	
ROI 11	1764.750	40.448	28236.000	1686.000	1839.000	16	
ROI 11	1782.062	49.545	28513.000	1683.000	1848.000	16	
ROI 11	1787.000	50.632	28592.000	1706.000	1872.000	16	
ROI 11	1800.312	64.211	28805.000	1682.000	1927.000	16	
ROI 11	1804.125	52.590	28866.000	1722.000	1903.000	16	
ROI 11	1813.188	52.282	29011.000	1740.000	1922.000	16	
ROI 11	1811.812	48.603	28989.000	1734.000	1889.000	16	
ROI 11	1818.500	53.956	29096.000	1725.000	1902.000	16	
ROI 11	1809.250	57.647	28948.000	1729.000	1913.000	16	
ROI 11	1823.250	58.064	29172.000	1722.000	1914.000	16	
ROI 11	1831.625	53.294	29306.000	1751.000	1938.000	16	
ROI 11	1840.500	52.556	29448.000	1753.000	1923.000	16	
ROI 11	1850.438	49.561	29607.000	1764.000	1961.000	16	
ROI 11	1847.375	47.378	29558.000	1762.000	1920.000	16	
ROI 11	1859.875	53.947	29758.000	1766.000	1958.000	16	
ROI 11	1863.000	50.745	29808.000	1768.000	1953.000	16	
ROI 11	1862.750	54.617	29804.000	1790.000	2001.000	16	
ROI 11	1881.812	42.045	30109.000	1815.000	1987.000	16	
ROI 11	1882.625	60.111	30122.000	1785.000	1997.000	16	
ROI 11	1889.312	56.218	30229.000	1799.000	1997.000	16	
ROI 11	1895.188	52.500	30323.000	1838.000	1996.000	16	
ROI 11	1900.062	61.387	30401.000	1774.000	1979.000	16	
ROI 11	1904.500	57.241	30472.000	1785.000	1980.000	16	
ROI 11	1899.812	57.474	30397.000	1768.000	1988.000	16	
ROI 11	1927.812	57.164	30845.000	1825.000	2015.000	16	
ROI 11	1926.875	61.183	30830.000	1778.000	2031.000	16	
ROI 11	1926.438	57.055	30823.000	1799.000	2011.000	16	
ROI 11	1927.562	56.474	30841.000	1849.000	2046.000	16	
ROI 11	1948.875	51.386	31182.000	1860.000	2025.000	16	
ROI 11	1943.000	52.928	31088.000	1882.000	2051.000	16	
ROI 11	1962.562	61.406	31401.000	1864.000	2069.000	16	
ROI 11	1950.375	57.081	31206.000	1814.000	2028.000	16	
ROI 11	1966.312	63.255	31461.000	1858.000	2057.000	16	
ROI 11	1958.875	64.241	31342.000	1881.000	2051.000	16	
ROI 11	1974.312	61.857	31589.000	1818.000	2074.000	16	
ROI 11	1981.188	65.887	31699.000	1892.000	2092.000	16	
ROI 11	1980.625	50.340	31690.000	1908.000	2071.000	16	
ROI 11	1988.938	49.995	31823.000	1894.000	2062.000	16	
ROI 11	2004.750	44.232	32076.000	1919.000	2077.000	16	
ROI 11	1999.562	54.429	31993.000	1906.000	2090.000	16	
ROI 11	2007.938	56.326	32127.000	1929.000	2101.000	16	
ROI 11	2005.375	68.542	32086.000	1901.000	2129.000	16	
ROI 11	2012.812	57.779	32205.000	1920.000	2136.000	16	
ROI 11	2014.438	47.237	32231.000	1950.000	2091.000	16	
ROI 11	2025.312	62.236	32405.000	1931.000	2130.000	16	
ROI 11	2037.688	50.554	32603.000	1937.000	2117.000	16	
ROI 11	2047.500	58.518	32760.000	1957.000	2146.000	16	
ROI 11	2044.938	49.811	32719.000	1957.000	2122.000	16	
ROI 11	2056.938	60.427	32911.000	1974.000	2190.000	16	
ROI 11	2062.312	53.375	32997.000	1973.000	2163.000	16	
ROI 11	2062.062	54.408	32993.000	1995.000	2166.000	16	
ROI 11	2067.312	60.817	33077.000	1966.000	2175.000	16	
ROI 11	2068.188	50.062	33091.000	1972.000	2142.000	16	
ROI 11	2075.625	58.126	33210.000	2000.000	2180.000	16	
ROI 11	2085.625	49.913	33370.000	1986.000	2172.000	16	
ROI 11	2092.750	61.354	33484.000	1991.000	2180.000	16	
ROI 11	2105.250	57.943	33684.000	2008.000	2215.000	16	
ROI 11	2116.688	63.343	33867.000	2032.000	2250.000	16	
ROI 11	2120.250	45.135	33924.000	2029.000	2182.000	16	
ROI 11	2130.688	64.623	34091.000	2013.000	2229.000	16	
ROI 11	2150.375	66.801	34406.000	2028.000	2269.000	16	
ROI 11	2166.562	64.765	34665.000	2050.000	2267.000	16	
ROI 11	2181.688	63.058	34907.000	2082.000	2273.000	16	
ROI 11	2179.938	62.731	34879.000	2098.000	2283.000	16	
ROI 11	2205.312	61.135	35285.000	2096.000	2299.000	16	
ROI 11	2193.812	60.541	35101.000	2107.000	2312.000	16	
ROI 11	2224.812	71.525	35597.000	2120.000	2365.000	16	
ROI 11	2229.938	62.503	35679.000	2075.000	2315.000	16	
ROI 11	2260.875	72.827	36174.000	2158.000	2400.000	16	
ROI 11	2249.188	70.734	35987.000	2133.000	2373.000	16	
ROI 11	2280.688	63.183	36491.000	2180.000	2387.000	16	
ROI 11	2265.688	59.929	36251.000	2168.000	2365.000	16	
ROI 11	2287.375	67.906	36598.000	2193.000	2406.000	16	
ROI 11	2320.625	65.623	37130.000	2187.000	2421.000	16	
ROI 11	2350.625	67.032	37610.000	2261.000	2467.000	16	
ROI 11	2361.375	67.183	37782.000	2241.000	2452.000	16	
ROI 11	2380.750	60.076	38092.000	2262.000	2516.000	16	
ROI 11	2393.688	74.630	38299.000	2252.000	2534.000	16	
ROI 11	2438.188	64.348	39011.000	2338.000	2536.000	16	
ROI 11	2493.750	70.470	39900.000	2378.000	2595.000	16	
ROI 11	2515.625	67.373	40250.000	2396.000	2632.000	16	
ROI 11	2551.875	59.375	40830.000	2451.000	2653.000	16	
ROI 11	2585.750	71.522	41372.000	2454.000	2723.000	16	
ROI 11	2613.875	77.750	41822.000	2479.000	2728.000	16	
ROI 11	2668.688	71.610	42699.000	2565.000	2775.000	16	
ROI 11	2809.375	70.912	44950.000	2696.000	2932.000	16	
